ts,epoch,date,ticker,stance,conviction,price,briefing,model
2026-07-13 04:05:24,1783940724,2026-07-13,GS,neutral,65,1055.18,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,XOM,bullish,55,138.88,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,BA,neutral,60,222.28,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,COST,neutral,65,916.25,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,UNH,bullish,65,424.62,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,DIS,bearish,55,95.62,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,KO,neutral,65,83.49,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,AAPL,bullish,65,315.32,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,NVDA,neutral,55,210.96,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,MSFT,neutral,55,385.1,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,META,neutral,55,669.21,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,ORCL,bearish,55,140.64,0,claude-fable-5
2026-07-13 04:05:24,1783940724,2026-07-13,AVGO,neutral,55,399.97,0,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,JPM,bullish,65,336.47,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,GS,neutral,60,1055.18,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,XOM,bullish,65,138.88,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,CVX,bullish,60,176.4,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,CAT,neutral,60,952.41,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,DE,neutral,55,586.86,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,BA,bullish,55,222.28,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,WMT,neutral,55,113.9,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,COST,neutral,60,916.25,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,HD,neutral,65,343.3,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,UNH,bullish,60,424.62,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,DIS,bullish,70,95.62,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,KO,neutral,65,83.49,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,AAPL,bullish,60,315.32,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,NVDA,bearish,55,210.96,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,TSLA,bearish,55,407.76,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,MSFT,bearish,55,385.1,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,META,bullish,55,669.21,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,MSTR,bearish,65,94.64,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,ORCL,neutral,55,140.64,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,NFLX,bearish,55,73.37,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,AVGO,bearish,55,399.97,1,claude-fable-5
2026-07-13 05:36:13,1783946173,2026-07-13,CRWD,neutral,55,187.18,1,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,JPM,bullish,65,337.55,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,GS,neutral,55,1053.0,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,XOM,bullish,60,140.49,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,CVX,bullish,55,179.54,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,WMT,neutral,55,114.78,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,COST,neutral,60,918.62,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,HD,neutral,65,344.14,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,UNH,neutral,55,426.89,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,DIS,bullish,65,96.26,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,KO,neutral,65,83.84,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,AAPL,bullish,60,316.58,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,NVDA,bearish,55,209.18,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,TSLA,neutral,55,404.8,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,MSFT,neutral,55,388.12,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,META,neutral,55,663.6,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,MSTR,bearish,65,91.69,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,ORCL,neutral,55,138.96,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,NFLX,bearish,60,74.39,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,AVGO,neutral,55,393.11,0,claude-fable-5
2026-07-13 06:31:16,1783949476,2026-07-13,CRWD,neutral,60,187.0,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,GS,neutral,60,1053.46,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,CVX,bullish,65,180.6,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,CAT,bullish,55,936.8,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,BA,neutral,60,219.32,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,KO,neutral,65,84.09,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,AAPL,bullish,70,321.4,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,NVDA,bearish,55,208.91,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,TSLA,bearish,60,395.57,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,MSFT,neutral,60,389.24,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,MSTR,neutral,50,91.21,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,AVGO,neutral,55,389.61,0,claude-fable-5
2026-07-13 06:42:08,1783950128,2026-07-13,CRWD,bearish,60,183.12,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,GS,neutral,60,1051.69,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,XOM,bullish,60,143.33,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,CVX,bullish,65,180.93,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,BA,neutral,55,219.34,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,WMT,neutral,60,115.37,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,DIS,bullish,60,96.67,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,KO,neutral,65,84.38,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,AAPL,bullish,70,322.34,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,MSTR,bearish,70,90.55,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,ORCL,neutral,55,136.23,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,NFLX,bearish,55,75.06,0,claude-fable-5
2026-07-13 06:52:47,1783950767,2026-07-13,AVGO,neutral,55,387.8,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,GS,neutral,60,1053.84,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,WMT,neutral,60,115.15,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,MSFT,neutral,55,387.54,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,ORCL,bearish,55,136.69,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,NFLX,bearish,50,75.31,0,claude-fable-5
2026-07-13 07:03:25,1783951405,2026-07-13,AVGO,bearish,55,390.91,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,JPM,bullish,72,334.98,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,XOM,bullish,62,142.32,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,CVX,bullish,65,179.59,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,BA,neutral,60,218.54,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,WMT,neutral,55,115.2,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,HD,neutral,62,343.27,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,UNH,neutral,65,430.64,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,DIS,bullish,60,97.46,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,KO,neutral,70,84.19,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,NVDA,neutral,55,209.1,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,TSLA,bearish,55,394.45,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,MSFT,neutral,60,385.88,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,META,bullish,55,661.83,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,MSTR,bearish,60,90.93,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,ORCL,bearish,55,136.03,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,AVGO,neutral,55,392.23,0,claude-fable-5
2026-07-13 07:14:20,1783952060,2026-07-13,CRWD,bearish,50,186.09,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,XOM,bullish,68,142.88,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,CVX,bullish,70,179.94,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,CAT,neutral,60,941.7,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,DE,neutral,60,583.23,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,BA,neutral,62,218.4,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,WMT,neutral,60,114.89,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,HD,neutral,58,342.26,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,UNH,neutral,55,430.23,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,DIS,bullish,66,97.25,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,NVDA,neutral,55,208.99,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,MSFT,neutral,62,384.36,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,META,bullish,58,654.8,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,ORCL,neutral,58,135.73,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,NFLX,bearish,55,75.07,0,claude-fable-5
2026-07-13 07:25:18,1783952718,2026-07-13,CRWD,neutral,60,186.76,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,GS,neutral,55,1051.73,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,XOM,bullish,64,142.76,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,CVX,bullish,62,179.72,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,CAT,bearish,55,943.37,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,BA,neutral,62,218.54,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,UNH,neutral,60,429.93,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,AAPL,bullish,68,319.44,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,NVDA,bullish,65,208.26,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,TSLA,bearish,60,398.7,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,MSFT,neutral,62,385.83,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,ORCL,bearish,58,136.4,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,NFLX,neutral,55,74.93,0,claude-fable-5
2026-07-13 07:36:07,1783953367,2026-07-13,CRWD,bearish,55,187.46,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,XOM,bullish,68,143.3,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,CAT,neutral,60,938.15,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,COST,neutral,62,919.92,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,AAPL,bullish,66,318.9,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,NVDA,neutral,55,207.19,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,TSLA,bearish,60,397.83,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,MSFT,neutral,60,386.18,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,MSTR,bearish,58,91.82,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,ORCL,bearish,62,135.53,0,claude-fable-5
2026-07-13 07:46:50,1783954010,2026-07-13,NFLX,neutral,55,74.89,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,JPM,bullish,68,333.48,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,CVX,bullish,60,179.76,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,DE,neutral,58,585.45,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,BA,neutral,60,218.75,0,claude-fable-5
2026-07-13 07:57:37,1783954657,2026-07-13,COST,neutral,58,921.94,0,claude-fable-5
